# Pathway,PC1,PC2,contribution
PWY-7977: L-methionine biosynthesis IV,-0.035131596501319015,-0.019836437753165077,0.05496803425448409
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",-0.04983804924540633,-0.00509074233737389,0.05492879158278022
P42-PWY: incomplete reductive TCA cycle,-0.034990412497287716,0.01981472460165759,0.05480513709894531
PWY-6596: adenosine nucleotides degradation I,-0.0262610043615874,-0.028443981223778794,0.0547049855853662
1CMET2-PWY: folate transformations III (E. coli),-0.03807040240750878,-0.016628411949613398,0.05469881435712218
PWY-8178: pentose phosphate pathway (non-oxidative branch) II,-0.038477481202269403,-0.015964888853341356,0.054442370055610756
PWY-7446: sulfoquinovose degradation I,0.04928910632517357,0.005149552624361582,0.05443865894953515
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),-0.02367233724165003,-0.030618264372991016,0.05429060161464105
P122-PWY: heterolactic fermentation,-0.01005296570641529,-0.044209319773859286,0.05426228548027458
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I,-0.036786234477416774,-0.017149834811812235,0.053936069289229005
PWY-7805: (aminomethyl)phosphonate degradation,0.04983962970384641,0.0038866735361104674,0.05372630323995688
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent),0.030405987405178622,-0.023184759423917463,0.053590746829096085
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis,-0.030602735056476957,-0.022890281521829217,0.05349301657830617
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates),0.03687953599772105,-0.016273499332499816,0.053153035330220866
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I,-0.039525682350001846,-0.013587032702605108,0.05311271505260695
PWY-5981: CDP-diacylglycerol biosynthesis III,-0.033377353652124575,-0.019613351064593026,0.0529907047167176
PWY-3841: folate transformations II (plants),-0.0426788190098134,-0.010257978826175056,0.05293679783598845
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle),-0.04045418153369572,-0.012476978171975331,0.05293115970567105
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),-0.041655413367536705,-0.011264829457954408,0.05292024282549111
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),-0.04176501906816177,-0.011103933552686115,0.052868952620847884
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),-0.04115329685472894,-0.01165537211724262,0.05280866897197156
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),-0.039926613222677106,-0.012790292070751785,0.05271690529342889
PWY-6604: superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation,0.031547699512336276,0.021133468739050455,0.05268116825138673
PWY-6594: superpathway of Clostridium acetobutylicum solventogenic fermentation,0.03180244909033565,0.02074461334922094,0.05254706243955659
PWY-7221: guanosine ribonucleotides de novo biosynthesis,-0.04137143630094358,-0.011062411998811346,0.05243384829975493
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway,0.008788661909072232,-0.04291979347082917,0.0517084553799014
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing),-0.041811933575252126,-0.009771181636585882,0.051583115211838004
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)",0.034058473677384904,-0.017469827904321715,0.05152830158170662
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,-0.03954237569244617,-0.011939477129616264,0.051481852822062434
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,-0.03954237569244617,-0.011939477129616264,0.051481852822062434
PWY-5690: TCA cycle II (plants and fungi),-0.011171442749100965,0.03978668623916413,0.05095812898826509
RHAMCAT-PWY: L-rhamnose degradation I,-0.024540287827407387,-0.026195926355556887,0.05073621418296427
HSERMETANA-PWY: L-methionine biosynthesis III,-0.036655637245609864,-0.013807228426296659,0.050462865671906526
PWY66-399: gluconeogenesis III,-0.048885038072779434,0.0014727467955218448,0.05035778486830128
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",-0.0207083038297369,-0.02954571827981355,0.05025402210955045
CALVIN-PWY: Calvin-Benson-Bassham cycle,-0.03859158529584816,-0.01159508489786054,0.050186670193708705
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",-0.034101390675806906,-0.015578089126078302,0.04967947980188521
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),-0.029927289601563174,0.019389160704763438,0.049316450306326615
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis,-0.02850355863833648,-0.020266662266987562,0.04877022090532404
PWY-7199: pyrimidine deoxyribonucleosides salvage,-0.04112241651421569,-0.007537982421850417,0.04866039893606611
PWY-5994: palmitate biosynthesis (type I fatty acid synthase),-0.018105289086169648,-0.03055183117160409,0.04865712025777374
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes),-0.01628735581967387,-0.03217401213877786,0.048461367958451726
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),0.010973189054387066,0.037379029002798825,0.04835221805718589
PWY-7185: UTP and CTP dephosphorylation I,-0.040346248628036874,-0.007975543660684458,0.048321792288721334
PWY-6565: superpathway of polyamine biosynthesis III,-0.04423406780998779,-0.0040033452077228495,0.04823741301771064
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose),-0.039079688165335365,-0.009139593205992277,0.04821928137132764
PWY-7392: taxadiene biosynthesis (engineered),0.039112913842842,0.00907034889729134,0.048183262740133334
otros,-0.03699469830163573,-0.011073466258644691,0.04806816456028042
PWY-6936: seleno-amino acid biosynthesis (plants),-0.032868855240050496,-0.014810403484009024,0.04767925872405952
PWY-7316: dTDP-N-acetylviosamine biosynthesis,-0.03989139926712904,-0.007705115016037726,0.04759651428316677
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),-0.0008682442824215862,0.046695769047584657,0.04756401333000624
PWY-1042: glycolysis IV,-0.03894001193395843,-0.008383637831966181,0.04732364976592461
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast,0.04619157097733323,0.0011269290092768003,0.04731849998661003
PWY-6823: molybdopterin biosynthesis,-0.036932568570483874,-0.010225127632077316,0.04715769620256119
PWY-6922: L-N&delta;-acetylornithine biosynthesis,0.03171347379230656,-0.01505797252500574,0.046771446317312296
PWY-6609: adenine and adenosine salvage III,-0.0393186164611567,-0.007447711226977999,0.0467663276881347
PWY-6549: L-glutamine biosynthesis III,-0.025301205266017437,0.021193803167302974,0.04649500843332041
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",-0.038603334168134266,-0.007716383173230428,0.0463197173413647
PWY-7400: L-arginine biosynthesis IV (archaebacteria),-0.0272471742226858,-0.01884721052086016,0.04609438474354596
CARNMET-PWY: L-carnitine degradation I,0.0399800610737576,0.005863275666915861,0.045843336740673465
ANAEROFRUCAT-PWY: homolactic fermentation,-0.0355585667369496,-0.009988833028618763,0.04554739976556836
PWY-7111: pyruvate fermentation to isobutanol (engineered),-0.03453234452152159,-0.010955975660209326,0.045488320181730914
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,-0.02586291359415854,-0.019305909752508822,0.04516882334666736
PWY-3001: superpathway of L-isoleucine biosynthesis I,-0.03582682397512316,-0.009239266943882288,0.04506609091900545
GALACTARDEG-PWY: D-galactarate degradation I,0.03958282821864923,0.0051598293764582226,0.044742657595107455
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation,0.03958282821864923,0.0051598293764582226,0.044742657595107455
LIPASYN-PWY: phospholipases,0.021390034771338932,0.023346211510617557,0.04473624628195649
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants),-0.033586408112574434,-0.011070701901008553,0.04465711001358299
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation,-0.014187883827756563,-0.03041831690594811,0.04460620073370467
PWY-5659: GDP-mannose biosynthesis,-0.03084818025463762,-0.01362545254552068,0.0444736328001583
P164-PWY: purine nucleobases degradation I (anaerobic),-0.03374336662300498,-0.010345431665966567,0.04408879828897155
PWY-8182: valproate &beta;-oxidation,0.03709803751011637,0.0069741556199064605,0.044072193130022835
GALACTUROCAT-PWY: D-galacturonate degradation I,-0.0339061652153381,-0.010152936077856617,0.044059101293194715
THRESYN-PWY: superpathway of L-threonine biosynthesis,-0.03546050361277138,-0.00855331562636453,0.04401381923913591
PWY0-1533: methylphosphonate degradation I,0.042237085167723724,0.0016636616074945892,0.04390074677521831
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation,-0.035562922917821004,-0.008086738384516205,0.04364966130233721
COLANSYN-PWY: colanic acid building blocks biosynthesis,-0.029884894969014163,-0.013747340492017998,0.04363223546103216
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),-0.036163993393551294,-0.006905345307132514,0.04306933870068381
PWY66-429: fatty acid biosynthesis initiation (mitochondria),-0.03126949782007151,-0.011779285191268038,0.04304878301133955
PWY-7616: methanol oxidation to carbon dioxide,0.03179695599842558,0.01101959403493706,0.04281655003336264
FASYN-ELONG-PWY: fatty acid elongation -- saturated,-0.02190619546483123,-0.020780786891717667,0.0426869823565489
FERMENTATION-PWY: mixed acid fermentation,-0.03357346523018973,-0.009066310833301491,0.04263977606349122
PWY0-1296: purine ribonucleosides degradation,-0.03757578597335059,-0.004906748020952465,0.04248253399430305
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,-0.037792440523617736,-0.004423654516751863,0.0422160950403696
TRNA-CHARGING-PWY: tRNA charging,-0.04016372200832286,-0.0018884198196688852,0.042052141827991746
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,-0.024863255689355178,-0.017185425761132397,0.042048681450487575
LACTOSECAT-PWY: lactose and galactose degradation I,-0.013248015044094123,0.02878620849012905,0.042034223534223175
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),-0.007012275952459462,-0.03497251606989555,0.041984792022355014
PWY-5484: glycolysis II (from fructose 6-phosphate),-0.03424617907047472,-0.00772977740504938,0.0419759564755241
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),-0.007004614181625886,-0.03496872435491297,0.041973338536538854
PWY-7873: D-erythronate degradation II,0.034259275323969905,0.007652428118819126,0.04191170344278903
PWY-7242: D-fructuronate degradation,-0.012689105875085899,-0.028877066324649855,0.041566172199735754
PWY-6344: L-arginine degradation XIV (oxidative Stickland reaction),-0.036759283210987516,0.004227989988728714,0.04098727319971623
CENTFERM-PWY: pyruvate fermentation to butanoate,-0.03517637296412838,0.005721153807868723,0.0408975267719971
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",-0.015371697011407587,-0.025349705042222618,0.0407214020536302
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,-0.01492592942694499,0.025674928776112108,0.0406008582030571
PWY-6906: chitin derivatives degradation,-0.027031984447826764,-0.013479752563815473,0.040511737011642235
PWY-3781: aerobic respiration I (cytochrome c),-0.02100997976010558,0.019500298669195885,0.040510278429301466
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,-0.03523165876845103,0.005260959172219954,0.04049261794067099
PWY-6124: inosine-5'-phosphate biosynthesis II,-0.03496295483631441,-0.005276457303860876,0.04023941214017529
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I,-0.03687377999789405,-0.0032861328636257705,0.04015991286151982
PWY-6583: pyruvate fermentation to butanol I,-0.03427694082484124,0.005756983080956847,0.04003392390579809
"PWY-7013: (S)-propane-1,2-diol degradation",0.0012428866226357497,0.03865424978195257,0.039897136404588314
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,-0.033035985245501005,0.006711413804038725,0.03974739904953973
PPGPPMET-PWY: ppGpp metabolism,0.009761036397389948,0.0297330261319588,0.03949406252934875
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli),-0.036907453971104495,-0.0025550581000469566,0.03946251207115145
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),-0.009905029056475187,-0.029373685612602587,0.03927871466907777
GLUCARDEG-PWY: D-glucarate degradation I,0.03813706570028739,0.0010685541898213132,0.0392056198901087
PWY0-781: aspartate superpathway,-0.014960148338317054,-0.02361680261165516,0.03857695094997221
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,-0.035590494550471266,-0.0027896232689224054,0.03838011781939367
PWY-5100: pyruvate fermentation to acetate and lactate II,-0.0372317896169984,0.001075169843383591,0.03830695946038199
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide),-0.03127453724405286,-0.006935986969197046,0.038210524213249906
PWY-5973: cis-vaccenate biosynthesis,-0.031178254722976192,-0.006718489771735781,0.037896744494711976
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I,-0.03051827267557088,-0.006752797524905565,0.037271070200476444
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),-0.023576778661064255,-0.013556183043692329,0.037132961704756585
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),-0.03333426681096681,-0.003744806015452307,0.03707907282641912
"PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen",0.02186856290695194,-0.015194122275109367,0.03706268518206131
PWY66-409: superpathway of purine nucleotide salvage,-0.026193824569265018,-0.010787749660387771,0.036981574229652786
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis,0.015427197013682923,-0.021340479497813907,0.03676767651149683
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,-0.031198662843698773,-0.005513850102033744,0.036712512945732516
PWY-6123: inosine-5'-phosphate biosynthesis I,-0.034066150437624614,-0.002613959961982529,0.03668011039960714
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,0.01829263969326935,-0.01834003701089403,0.03663267670416338
PWY-621: sucrose degradation III (sucrose invertase),-0.024245375652473342,-0.012322575660758915,0.03656795131323226
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,-0.0307108628971553,0.005464251611741665,0.03617511450889697
CITRULBIO-PWY: L-citrulline biosynthesis,-0.00445657236201124,-0.03170204775826523,0.03615862012027647
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),-0.020804614663856205,-0.014549673967786461,0.035354288631642666
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,-0.028276136788517935,0.006951294333433642,0.03522743112195158
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,-0.022876034173871202,-0.01207420708448663,0.03495024125835783
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis,-0.022336252615118967,-0.012606195055474887,0.03494244767059385
PWY-5384: sucrose degradation IV (sucrose phosphorylase),-0.024837392145223423,-0.00998201172034434,0.03481940386556776
PWY-6969: TCA cycle V (2-oxoglutarate synthase),-0.02792758181788856,-0.006569556209637667,0.03449713802752623
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",-0.033166976378277306,0.0011791195168479815,0.034346095895125286
PWY-7208: superpathway of pyrimidine nucleobases salvage,-0.030008083354680925,0.004333760008214655,0.03434184336289558
"PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)",-0.012516249936440007,-0.021700321308152956,0.034216571244592965
PWY-5392: reductive TCA cycle II,0.030079377460007124,-0.004021222085102863,0.03410059954510999
PWY0-1061: superpathway of L-alanine biosynthesis,-0.03343335251395682,0.0005104469918227321,0.033943799505779554
PWY-7391: isoprene biosynthesis II (engineered),0.002902851616175053,0.030378926691723967,0.03328177830789902
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),-0.02919586137671225,0.003910321414517951,0.033106182791230204
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance),-0.028737905375418846,-0.004349940607024023,0.03308784598244287
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate),-0.032493989663089806,-0.0004518920803234374,0.032945881743413244
PWY-5676: acetyl-CoA fermentation to butanoate II,-0.024707143706632385,-0.008192657268167324,0.032899800974799706
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",-0.022728697600023155,0.009797638359735454,0.03252633595975861
HOMOSER-METSYN-PWY: L-methionine biosynthesis I,-0.019965123114491626,-0.012531953773231538,0.032497076887723166
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,-0.029121717150966394,-0.0033322029581956516,0.032453920109162045
P161-PWY: acetylene degradation (anaerobic),-0.032109492444793504,-0.00015721748129197052,0.03226670992608548
PWY-3801: sucrose degradation II (sucrose synthase),-0.0018449446253747043,0.03030629033541854,0.032151234960793244
PWY0-1477: ethanolamine utilization,-0.03172104456094712,-0.00041033406534452546,0.032131378626291646
GLUCONEO-PWY: gluconeogenesis I,-0.03180905753632414,0.00025431138619770236,0.03206336892252184
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis,-0.008064139217322434,-0.023952693919096726,0.03201683313641916
PWY-I9: L-cysteine biosynthesis VI (from L-methionine),-0.02119163238553339,-0.010485865959308192,0.031677498344841584
PWY-2941: L-lysine biosynthesis II,-0.031068555037019326,-0.0005896234543535656,0.03165817849137289
PWY-7761: NAD salvage pathway II (PNC IV cycle),-0.02817160531175272,0.0033196104259495466,0.03149121573770226
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,-0.028740286275711405,0.0024998409509776475,0.031240127226689052
PWY-5055: nicotinate degradation III,-0.029236607178052407,-0.0014694890192086128,0.03070609619726102
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,-0.01162021030822186,0.01896731078262398,0.03058752109084584
PWY-702: L-methionine biosynthesis II,-0.021868428701954004,-0.008592820255724533,0.030461248957678537
PWY-6328: L-lysine degradation X,0.016206576220989515,0.013746980878089341,0.029953557099078855
PWY-5972: stearate biosynthesis I (animals),-0.010850923724521767,-0.0188798934156695,0.029730817140191268
PWY-6606: guanosine nucleotides degradation II,-0.015159822673895486,0.014018536502708085,0.029178359176603573
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,-0.028758961902141455,-0.0002958139218732388,0.029054775824014695
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",-0.006329613110184158,0.02267556261368598,0.02900517572387014
PWY-6353: purine nucleotides degradation II (aerobic),-0.018283815138985374,0.00990795718999143,0.028191772328976804
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,-0.027897221884439008,2.2520673475498017e-06,0.027899473951786557
PWY-6731: starch degradation III,-0.009359959263085327,-0.01730680356262421,0.02666676282570954
AEROBACTINSYN-PWY: aerobactin biosynthesis,-0.006087778091519502,-0.020279430672157872,0.026367208763677374
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I,-0.011914440612309542,-0.01430521993674317,0.026219660549052712
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,-0.02416131332628658,0.0017011947437904403,0.02586250807007702
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,-0.02416131332628658,0.0017011947437904403,0.02586250807007702
PWY-5913: partial TCA cycle (obligate autotrophs),-0.007899396854098014,0.01795572656310407,0.025855123417202083
PWY-7218: photosynthetic 3-hydroxybutanoate biosynthesis (engineered),-0.014816991370947878,0.010670727239988534,0.025487718610936412
SO4ASSIM-PWY: assimilatory sulfate reduction I,0.012367130918956743,-0.012880075077510397,0.02524720599646714
PWY-6608: guanosine nucleotides degradation III,-0.022153696219278755,-0.0022193079770461703,0.024373004196324925
PWY-7663: gondoate biosynthesis (anaerobic),-0.020320995003011575,-0.003701232908230239,0.024022227911241815
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,-0.013573675479538527,-0.01011522716636992,0.02368890264590845
PWY-5692: allantoin degradation to glyoxylate II,0.01875922814471919,0.003046132280982814,0.021805360425702004
URDEGR-PWY: superpathway of allantoin degradation in plants,0.01875922814471919,0.0030461322809828078,0.021805360425701997
PWY-5180: toluene degradation I (aerobic) (via o-cresol),0.01437641599499083,0.007325799813447159,0.021702215808437987
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis,0.013815085048040033,-0.00758564616390432,0.021400731211944354
P441-PWY: superpathway of N-acetylneuraminate degradation,-0.007465021290838723,-0.013830717510258954,0.021295738801097676
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,0.006560467655166137,-0.014056837327297634,0.020617304982463773
PWY-7003: glycerol degradation to butanol,-0.00805916160724265,0.012480760080068537,0.02053992168731119
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",-0.005522994265970922,0.014855795529148995,0.020378789795119916
PWY0-1479: tRNA processing,-0.01231396594916277,-0.007975823323549345,0.020289789272712116
FUCCAT-PWY: fucose degradation,-0.019875885029116025,-1.4199042244588055e-05,0.019890084071360614
PWY-7234: inosine-5'-phosphate biosynthesis III,-0.01467239389199764,0.0048690266715063464,0.019541420563503987
PWY-7279: aerobic respiration II (cytochrome c) (yeast),-0.011223771093040838,0.008069448510861586,0.01929321960390242
PWY-6168: flavin biosynthesis III (fungi),-0.0012235620673724272,0.017788903319156057,0.019012465386528486
PWY-5022: 4-aminobutanoate degradation V,-0.016218092447184095,-0.00234587271396179,0.018563965161145887
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),0.0023604220671361665,-0.015513071190862482,0.017873493257998647
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,-0.014648612897528236,-0.0028748503490122266,0.01752346324654046
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli),0.013477818129455213,0.00368595670606515,0.017163774835520364
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I,-0.0035646710753906513,-0.013329722940746969,0.01689439401613762
PWY-4041: &gamma;-glutamyl cycle,-0.010684476214688095,-0.006100135035543554,0.01678461125023165
"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis",-0.00044255299931872616,-0.015312802386172098,0.015755355385490825
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",-0.0014815354031856127,0.013579365397439171,0.015060900800624784
"PWY-6992: 1,5-anhydrofructose degradation",0.003596808243501215,-0.01145567496899654,0.015052483212497754
PWY-822: fructan biosynthesis,0.0011882050194566092,0.013802783533901358,0.014990988553357967
"PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)",-0.010698375017376437,-0.004278230136570952,0.014976605153947388
PWY-6588: pyruvate fermentation to acetone,0.009518297069918785,0.005187307050500299,0.014705604120419083
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",0.0017648875340218635,0.012920556796579876,0.01468544433060174
PWY-6305: superpathway of putrescine biosynthesis,-0.0011071551536508246,-0.012520295052620162,0.013627450206270987
"CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)",-0.012659034375791032,0.0003726200672504746,0.013031654443041506
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,-0.0006282226781560255,-0.011102023923334443,0.011730246601490468
PWY-7396: butanol and isobutanol biosynthesis (engineered),-0.0038381550524832484,0.0070147453923821435,0.010852900444865391
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation),0.00787764744768721,0.002542960578230779,0.01042060802591799
PWY-5989: stearate biosynthesis II (bacteria and plants),-0.005658964759644931,-0.004654147943101105,0.010313112702746036
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)",0.009702288708563182,-0.0003616214624661357,0.010063910171029318
PWY1ZNC-1: assimilatory sulfate reduction IV,-0.0018255699305424664,-0.008058459552232064,0.009884029482774531
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation),0.009218217963088767,-9.830445571076638e-05,0.009316522418799534
PWY-6895: superpathway of thiamine diphosphate biosynthesis II,-0.004541770093972203,-0.00377067848173053,0.008312448575702732
PWY-7345: superpathway of anaerobic sucrose degradation,-0.007484971700520869,0.00047137684779658486,0.007956348548317454
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway),-0.00736730744027013,0.00046269046039111697,0.007829997900661247
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I,-0.00024660394679838917,-0.0073114408989959495,0.007558044845794339
PWY-5004: superpathway of L-citrulline metabolism,0.0069033732687503666,-0.0003816012889606315,0.007284974557710998
PWY-7664: oleate biosynthesis IV (anaerobic),-0.005294459478295625,-0.0010939490097657016,0.0063884084880613265
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),-0.005012192606518061,-0.0009344789356414159,0.005946671542159477
PWY0-862: (5Z)-dodecenoate biosynthesis I,-0.004147229532641699,-0.0013589529072757709,0.00550618243991747
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",0.0019104747992330202,0.0030058356367587678,0.004916310435991788
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,-0.0024654745186020624,0.002337674164150145,0.004803148682752207
PWY-5088: L-glutamate degradation VIII (to propanoate),0.0012568976775481663,-0.0032109712592606407,0.0044678689368088075
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,0.0003650493590984801,0.00264101358831884,0.0030060629474173203
PWY0-1261: anhydromuropeptides recycling I,0.0007150082892723007,0.002165704426836372,0.0028807127161086725
PWY-5415: catechol degradation I (meta-cleavage pathway),-6.069503288374723e-05,0.001234601736054223,0.0012952967689379704
